,Restaurant,Location,City,Cuisines,Average_Cost,Minimum_Order,Rating,Votes,Reviews,Count Cuisine,Delivery_Time
1931,ID_4787,"Tejas Nagar Colony, Wadala West, Mumbai",Mumbai,Fast Food,50.0,50,3.6,63.0,26.0,1,30.0
1932,ID_2733,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,Continental,300.0,50,3.6,63.0,26.0,1,30.0
1933,ID_8440,"FTI College, Law College Road, Pune",Pune,South Indian,100.0,50,3.1,4.0,26.0,1,30.0
1934,ID_7142,"FTI College, Law College Road, Pune",Pune,"Cafe, Coffee, Tea, Desserts",300.0,50,4.3,295.0,103.0,4,30.0
1935,ID_1322,"Sector 14, Noida",Noida,Bakery,100.0,50,3.4,14.0,12.0,1,30.0
1936,ID_1763,"D-Block, Sector 63, Noida",Noida,Chinese,200.0,50,3.6,63.0,26.0,1,30.0
1937,ID_2356,"Sector 3, Marathalli",Bangalore,"Beverages, Fast Food",200.0,50,3.9,113.0,37.0,2,65.0
1938,ID_5018,"Moulali, Kolkata",Kolkata,Fast Food,100.0,50,3.2,7.0,3.0,1,30.0
1939,ID_3556,"Musi Nagar, Malakpet, Hyderabad",Hyderabad,South Indian,100.0,50,3.7,27.0,9.0,1,30.0
1940,ID_7852,"Delhi Administration Flats, Timarpur",Delhi,Chinese,200.0,50,3.1,5.0,26.0,1,30.0
1941,ID_125,Delhi Cantt.,Delhi,North Indian,150.0,50,3.3,18.0,5.0,1,30.0
1942,ID_1517,"Sector 1, Noida",Noida,North Indian,50.0,50,4.0,305.0,85.0,1,45.0
1943,ID_8564,"D-Block, Sector 63, Noida",Noida,"North Indian, Chinese, Healthy Food",200.0,50,3.4,45.0,11.0,3,30.0
1944,ID_98,Mumbai Central,Mumbai,Sandwich,100.0,50,3.2,7.0,2.0,1,30.0
1945,ID_3338,"FTI College, Law College Road, Pune",Pune,"North Indian, Chinese, Maharashtrian, Continental",400.0,50,3.3,12.0,4.0,4,45.0
1946,ID_3295,"Delhi High Court, India Gate",Delhi,"Chinese, Thai",300.0,50,4.0,559.0,228.0,2,65.0
1947,ID_1342,"Raja Bazar, Kolkata",Kolkata,Bakery,150.0,99,2.8,177.0,81.0,1,120.0
1948,ID_7201,"Sandhurst Road, Mumbai CST Area",Mumbai,"Desserts, Juices",150.0,50,3.9,281.0,127.0,2,30.0
1949,ID_1166,"Sector 14, Noida",Noida,North Indian,300.0,50,4.7,81.0,74.0,1,45.0
1950,ID_8318,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Healthy Food, Salad, Continental, Desserts, Beverages",300.0,50,4.1,335.0,76.0,5,45.0
1951,ID_3077,"Sector 1, Noida",Noida,"North Indian, Chinese, Rolls",200.0,50,3.8,242.0,53.0,3,45.0
1952,ID_8149,"Delhi High Court, India Gate",Delhi,"Asian, Thai, Malaysian, Chinese, Japanese",350.0,99,4.4,453.0,246.0,5,65.0
1953,ID_2021,"Sector 63A,Gurgaon",Gurgaon,"North Indian, Chinese, Beverages",200.0,50,3.4,15.0,6.0,3,45.0
1954,ID_3996,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Mughlai, North Indian, Chinese",150.0,50,3.6,63.0,26.0,3,30.0
1955,ID_7654,"Sector 63A,Gurgaon",Gurgaon,Cafe,300.0,99,3.8,75.0,43.0,1,45.0
1956,ID_3457,"D-Block, Sector 63, Noida",Noida,"Fast Food, Beverages",250.0,50,3.3,14.0,5.0,2,30.0
1957,ID_6945,"Nathan Road, Mangaldas Road, Pune",Pune,Fast Food,100.0,50,3.6,63.0,26.0,1,30.0
1958,ID_306,Mumbai Central,Mumbai,"North Indian, Street Food, South Indian, Fast Food, Chinese",200.0,50,3.9,322.0,131.0,5,45.0
1959,ID_7147,"Nathan Road, Mangaldas Road, Pune",Pune,"North Indian, Mughlai, Italian, Chinese",500.0,50,3.9,271.0,143.0,4,65.0
1960,ID_2659,"Yerawada, Pune, Maharashtra",Pune,"Fast Food, North Indian",100.0,50,3.1,4.0,2.0,2,30.0
1961,ID_2683,Delhi Cantt.,Delhi,"North Indian, Chinese",200.0,50,4.4,113.0,74.0,2,65.0
1962,ID_7563,"D-Block, Sector 63, Noida",Noida,"Biryani, Kebab",150.0,50,3.4,20.0,4.0,2,30.0
1963,ID_2604,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"Bakery, Fast Food",200.0,50,3.4,20.0,10.0,2,30.0
1964,ID_695,"Sector 3, Marathalli",Bangalore,"Biryani, Andhra, North Indian, Chinese",350.0,50,3.8,446.0,232.0,4,45.0
1965,ID_2678,Majestic,Bangalore,North Indian,200.0,50,3.6,63.0,26.0,1,65.0
1966,ID_2897,"D-Block, Sector 63, Noida",Noida,"North Indian, Chinese, Mughlai",200.0,50,3.2,8.0,2.0,3,30.0
1967,ID_7433,"Nathan Road, Mangaldas Road, Pune",Pune,"North Indian, Mughlai, Biryani",550.0,50,4.6,473.0,294.0,3,30.0
1968,ID_1197,Pune University,Pune,"Fast Food, Chinese, South Indian",150.0,50,2.5,12.0,9.0,3,30.0
1969,ID_4652,"Sandhurst Road, Mumbai CST Area",Mumbai,"Cafe, Beverages",200.0,50,3.6,63.0,26.0,2,30.0
1970,ID_4317,Majestic,Bangalore,"Burger, Fast Food, Continental",300.0,50,4.3,367.0,179.0,3,45.0
1971,ID_5797,"MG Road, Pune",Pune,"Chinese, North Indian",150.0,50,3.3,55.0,23.0,2,30.0
1972,ID_4345,"Dockyard Road, Mumbai CST Area",Mumbai,"North Indian, Chinese, Italian, Finger Food, American",800.0,99,4.4,1102.0,766.0,5,30.0
1973,ID_793,"Delhi High Court, India Gate",Delhi,North Indian,200.0,50,3.5,40.0,8.0,1,45.0
1974,ID_2806,"Dockyard Road, Mumbai CST Area",Mumbai,"North Indian, Chinese, Fast Food",200.0,50,3.3,16.0,1.0,3,30.0
1975,ID_686,"Tiretti, Kolkata",Kolkata,"Coffee, Cafe, Fast Food, Desserts, Beverages",250.0,50,3.5,15.0,11.0,5,30.0
1976,ID_1046,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,South Indian,100.0,50,3.6,8.0,1.0,1,30.0
1977,ID_3250,"Babarpur, New Delhi, Delhi",Delhi,North Indian,200.0,50,3.0,7.0,1.0,1,30.0
1978,ID_5474,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"North Indian, Fast Food",50.0,50,3.6,63.0,26.0,2,30.0
1979,ID_6683,"Dockyard Road, Mumbai CST Area",Mumbai,"Fast Food, South Indian",200.0,50,3.1,8.0,2.0,2,30.0
1980,ID_517,"MG Road, Pune",Pune,"North Indian, South Indian",150.0,50,3.3,16.0,3.0,2,30.0
1981,ID_7694,"Rmz Centennial, I Gate, Whitefield",Bangalore,Beverages,100.0,50,3.7,31.0,12.0,1,45.0
1982,ID_2259,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"North Indian, Chinese",200.0,50,3.7,32.0,21.0,2,30.0
1983,ID_6054,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Fast Food, Beverages",150.0,50,3.6,24.0,10.0,2,30.0
1984,ID_4310,"D-Block, Sector 63, Noida",Noida,Italian,150.0,50,3.9,121.0,94.0,1,65.0
1985,ID_1454,"Sector 1, Noida",Noida,"Cafe, Fast Food, Beverages, Desserts, Tea",200.0,50,4.3,356.0,230.0,5,30.0
1986,ID_2127,"Sector 1, Noida",Noida,"North Indian, Chinese",250.0,99,3.6,182.0,65.0,2,65.0
1987,ID_4325,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,Desserts,200.0,50,4.5,247.0,178.0,1,30.0
1988,ID_2067,"Sector 3, Marathalli",Bangalore,South Indian,100.0,50,3.1,39.0,18.0,1,45.0
1989,ID_1209,"Delhi High Court, India Gate",Delhi,"Cafe, Beverages, Sandwich, Fast Food, Desserts",250.0,50,3.6,57.0,35.0,5,45.0
1990,ID_6625,Delhi University-GTB Nagar,Delhi,"Fast Food, Chinese, Italian, Seafood, Beverages",200.0,50,3.6,63.0,26.0,5,30.0
1991,ID_6093,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"North Indian, Chinese",300.0,50,2.9,60.0,26.0,2,45.0
1992,ID_3680,"Chatta Bazaar, Malakpet, Hyderabad",Hyderabad,"Biryani, Andhra, South Indian, Chinese",150.0,99,3.7,248.0,47.0,4,45.0
1993,ID_8459,"Nathan Road, Mangaldas Road, Pune",Pune,"Chinese, Asian",500.0,50,4.2,384.0,214.0,2,45.0
1994,ID_3272,"Sector 14, Noida",Noida,"North Indian, Chinese",200.0,99,3.8,32.0,20.0,2,30.0
1995,ID_3203,"Sector 1, Noida",Noida,"Healthy Food, Continental, Fast Food",200.0,50,3.7,14.0,5.0,3,30.0
1996,ID_7418,"Nathan Road, Mangaldas Road, Pune",Pune,Fast Food,150.0,50,3.5,63.0,23.0,1,45.0
1997,ID_3260,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"North Indian, Chinese",150.0,50,3.6,25.0,7.0,2,30.0
1998,ID_4506,"Panjetan Colony, Malakpet, Hyderabad",Hyderabad,"South Indian, Chinese",100.0,0,3.6,63.0,26.0,2,30.0
1999,ID_1053,"D-Block, Sector 63, Noida",Noida,"Fast Food, Beverages",150.0,50,3.9,241.0,124.0,2,45.0
2000,ID_7295,"Hyderabad Public School, Begumpet",Hyderabad,"Bakery, Desserts, Ice Cream",150.0,50,3.9,58.0,30.0,3,45.0
2001,ID_601,"Dockyard Road, Mumbai CST Area",Mumbai,"Bakery, Desserts",100.0,50,3.9,41.0,28.0,2,30.0
2002,ID_6187,Delhi Cantt.,Delhi,"Street Food, Maharashtrian",100.0,50,3.6,63.0,26.0,2,30.0
2003,ID_3466,"Sector 1, Noida",Noida,"North Indian, Chinese",100.0,50,3.6,63.0,26.0,2,30.0
2004,ID_4140,Delhi University-GTB Nagar,Delhi,"North Indian, Fast Food, Chinese",150.0,50,3.1,61.0,11.0,3,45.0
2005,ID_3586,Mumbai Central,Mumbai,"Fast Food, Mughlai",150.0,50,3.6,63.0,26.0,2,30.0
2006,ID_1555,Delhi University-GTB Nagar,Delhi,"North Indian, Continental, Chinese, Juices",100.0,50,3.4,25.0,20.0,4,30.0
2007,ID_3807,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,Fast Food,150.0,50,3.6,63.0,26.0,1,30.0
2008,ID_1792,"Noorkhan Bazaar, Malakpet, Hyderabad",Hyderabad,"North Indian, Chinese, South Indian",250.0,50,4.3,112.0,33.0,3,30.0
2009,ID_2044,"Sector 63A,Gurgaon",Gurgaon,"Tibetan, Momos",100.0,50,3.6,63.0,26.0,2,30.0
2010,ID_8458,"Sector 1, Noida",Noida,"Chinese, North Indian, Mughlai",800.0,50,2.6,175.0,78.0,3,30.0
2011,ID_3928,"Babarpur, New Delhi, Delhi",Delhi,"North Indian, South Indian, Chinese, Fast Food",250.0,50,3.3,29.0,6.0,4,45.0
2012,ID_3201,"Sandhurst Road, Mumbai CST Area",Mumbai,"Beverages, Fast Food",150.0,50,3.7,22.0,16.0,2,30.0
2013,ID_5794,"D-Block, Sector 63, Noida",Noida,Bengali,200.0,50,3.3,16.0,6.0,1,30.0
2014,ID_4366,Delhi Cantt.,Delhi,"North Indian, Pizza, Burger, Continental",400.0,0,3.6,63.0,26.0,4,30.0
2015,ID_319,"Sector 63A,Gurgaon",Gurgaon,"Awadhi, Bihari",400.0,99,4.1,118.0,91.0,2,30.0
2016,ID_3104,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Fast Food, Beverages",100.0,50,3.6,63.0,26.0,2,30.0
2017,ID_4396,"Tejas Nagar Colony, Wadala West, Mumbai",Mumbai,"Kebab, Fast Food",100.0,50,3.6,63.0,26.0,2,30.0
2018,ID_8403,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Desserts, Beverages",150.0,50,4.1,271.0,172.0,2,45.0
2019,ID_4984,"BTM Layout 1, Electronic City",Bangalore,"Kerala, South Indian, Chinese",200.0,50,4.1,568.0,133.0,3,45.0
2020,ID_5557,"Sector 14, Noida",Noida,North Indian,100.0,99,3.7,79.0,18.0,1,45.0
2021,ID_2584,"Babarpur, New Delhi, Delhi",Delhi,"Ice Cream, Beverages",100.0,50,3.6,63.0,26.0,2,30.0
2022,ID_3893,"Moulali, Kolkata",Kolkata,"Mishti, Fast Food, South Indian, Street Food, Desserts",200.0,50,3.6,113.0,74.0,5,30.0
2023,ID_5168,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"North Indian, Chinese, Fast Food",150.0,50,3.3,49.0,6.0,3,30.0
2024,ID_2131,"Dockyard Road, Mumbai CST Area",Mumbai,"Chinese, Fast Food, Mughlai",300.0,50,3.7,128.0,30.0,3,45.0
2025,ID_7614,Delhi Cantt.,Delhi,Bakery,100.0,50,2.8,9.0,3.0,1,30.0
2026,ID_1015,"Sector 1, Noida",Noida,"Continental, Desserts, Beverages, Sandwich, Fast Food",200.0,50,3.4,7.0,6.0,5,30.0
2027,ID_3818,"Sandhurst Road, Mumbai CST Area",Mumbai,"North Indian, Chinese, Seafood",200.0,50,3.3,11.0,4.0,3,30.0
2028,ID_6871,"Delhi Administration Flats, Timarpur",Delhi,"Fast Food, North Indian",100.0,50,3.6,26.0,13.0,2,30.0
2029,ID_4989,"FTI College, Law College Road, Pune",Pune,"Fast Food, North Indian, Chinese",150.0,50,3.7,46.0,12.0,3,45.0
2030,ID_278,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"North Indian, Chinese, Biryani",250.0,50,4.0,354.0,151.0,3,45.0
2031,ID_7623,"Nathan Road, Mangaldas Road, Pune",Pune,"Fast Food, Burger",200.0,0,3.2,19.0,9.0,2,30.0
2032,ID_6408,"Sector 63A,Gurgaon",Gurgaon,"Healthy Food, Salad",200.0,50,3.2,23.0,11.0,2,65.0
2033,ID_2859,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"North Indian, Tea",150.0,50,3.8,25.0,13.0,2,30.0
2034,ID_6938,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,Fast Food,150.0,50,3.6,63.0,26.0,1,30.0
2035,ID_3514,"Rmz Centennial, I Gate, Whitefield",Bangalore,"North Indian, Biryani, Seafood",150.0,50,3.6,63.0,26.0,3,30.0
2036,ID_6343,Delhi University-GTB Nagar,Delhi,Fast Food,150.0,50,3.9,165.0,41.0,1,30.0
2037,ID_7894,"Sector 1, Noida",Noida,North Indian,150.0,50,2.6,133.0,10.0,1,45.0
2038,ID_5475,"Delhi High Court, India Gate",Delhi,North Indian,150.0,50,3.4,50.0,12.0,1,30.0
2039,ID_493,"Dockyard Road, Mumbai CST Area",Mumbai,"Rolls, North Indian",100.0,50,3.1,15.0,1.0,2,30.0
2040,ID_6696,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"South Indian, North Indian",100.0,50,3.8,150.0,30.0,2,30.0
2041,ID_7194,"Dockyard Road, Mumbai CST Area",Mumbai,"Malwani, Seafood",150.0,50,3.6,63.0,26.0,2,30.0
2042,ID_2514,"FTI College, Law College Road, Pune",Pune,Fast Food,150.0,50,3.1,6.0,26.0,1,30.0
2043,ID_7973,"Babarpur, New Delhi, Delhi",Delhi,"Rolls, Fast Food",100.0,50,3.6,63.0,26.0,2,30.0
2044,ID_2222,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,North Indian,150.0,50,3.2,9.0,1.0,1,30.0
2045,ID_1765,"Nathan Road, Mangaldas Road, Pune",Pune,"North Indian, Chinese",250.0,50,3.4,30.0,15.0,2,45.0
2046,ID_7300,"D-Block, Sector 63, Noida",Noida,Mithai,100.0,50,3.1,6.0,1.0,1,30.0
2047,ID_7544,"Dockyard Road, Mumbai CST Area",Mumbai,"Desserts, Beverages",150.0,50,3.6,135.0,65.0,2,45.0
2048,ID_2910,"Tejas Nagar Colony, Wadala West, Mumbai",Mumbai,"Pizza, Sandwich, Fast Food, Beverages",100.0,50,3.6,46.0,41.0,4,30.0
2049,ID_5630,Pune University,Pune,"North Indian, South Indian, Chinese",250.0,50,3.4,26.0,8.0,3,30.0
2050,ID_409,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Chinese, North Indian, Rolls, Biryani",200.0,50,4.1,791.0,186.0,4,30.0
2051,ID_6893,Pune University,Pune,"Desserts, Ice Cream",100.0,50,3.4,20.0,7.0,2,30.0
2052,ID_5818,Delhi University-GTB Nagar,Delhi,"North Indian, Kebab",300.0,50,4.0,809.0,214.0,2,30.0
2053,ID_8295,Majestic,Bangalore,"North Indian, South Indian, Chinese, Fast Food",300.0,50,3.8,94.0,34.0,4,30.0
2054,ID_8536,"Noorkhan Bazaar, Malakpet, Hyderabad",Hyderabad,North Indian,100.0,50,3.6,63.0,26.0,1,30.0
2055,ID_5700,Delhi Cantt.,Delhi,"Pizza, Fast Food",200.0,50,3.6,63.0,26.0,2,30.0
2056,ID_6753,"FTI College, Law College Road, Pune",Pune,"Juices, Beverages",100.0,50,3.9,64.0,27.0,2,30.0
2057,ID_5012,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"South Indian, Chinese",100.0,50,4.0,373.0,96.0,2,45.0
2058,ID_1407,"Sector 14, Noida",Noida,"Burger, American, Fast Food",400.0,50,3.9,122.0,85.0,3,30.0
2059,ID_2542,"Sector 3, Marathalli",Bangalore,"Italian, Mexican",200.0,50,3.9,65.0,44.0,2,65.0
2060,ID_6506,"Delhi Administration Flats, Timarpur",Delhi,"Raw Meats, Fast Food, North Indian",100.0,50,3.5,37.0,11.0,3,30.0
2061,ID_3117,"Gora Bazar, Rajbari, North Dumdum, Kolkata",Kolkata,"Mishti, Fast Food, South Indian",100.0,50,4.1,1556.0,472.0,3,65.0
2062,ID_4266,"Sector 1, Noida",Noida,"Salad, Chinese, North Indian, Continental",600.0,99,3.8,491.0,238.0,4,45.0
2063,ID_131,Delhi University-GTB Nagar,Delhi,"North Indian, Street Food",100.0,50,3.6,91.0,23.0,2,30.0
2064,ID_1571,"Sector 14, Noida",Noida,"North Indian, Mughlai",250.0,99,3.2,104.0,47.0,2,45.0
2065,ID_2282,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"North Indian, Chinese, South Indian, Mughlai, Biryani, Seafood",350.0,50,4.0,121.0,54.0,6,30.0
2066,ID_725,"D-Block, Sector 63, Noida",Noida,"Fast Food, Sandwich, Beverages, Italian",200.0,50,3.8,85.0,56.0,4,30.0
2067,ID_5081,"Yerawada, Pune, Maharashtra",Pune,"Fast Food, South Indian",150.0,50,3.6,63.0,26.0,2,30.0
2068,ID_7544,"FTI College, Law College Road, Pune",Pune,"Desserts, Beverages",150.0,50,4.1,295.0,135.0,2,45.0
2069,ID_7153,"D-Block, Sector 63, Noida",Noida,Bakery,150.0,50,3.6,63.0,26.0,1,30.0
2070,ID_4124,Mumbai Central,Mumbai,Desserts,100.0,50,3.6,63.0,26.0,1,30.0
2071,ID_6574,"Sector 14, Noida",Noida,North Indian,200.0,50,3.3,44.0,18.0,1,45.0
2072,ID_1558,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Continental, North Indian, Pizza, Italian",500.0,50,4.4,2437.0,1370.0,4,45.0
2073,ID_6149,"Delhi Administration Flats, Timarpur",Delhi,"Tibetan, Chinese, Italian",250.0,50,4.1,886.0,563.0,3,45.0
2074,ID_5656,"Nathan Road, Mangaldas Road, Pune",Pune,"North Indian, Mughlai, Kebab, Chinese, Desserts",300.0,50,3.5,107.0,56.0,5,45.0
2075,ID_1560,"D-Block, Sector 63, Noida",Noida,"North Indian, Mughlai",150.0,50,2.5,18.0,2.0,2,30.0
2076,ID_7920,"Delhi Administration Flats, Timarpur",Delhi,"Chinese, Mughlai, North Indian",350.0,50,4.0,148.0,72.0,3,30.0
2077,ID_8480,"Tejas Nagar Colony, Wadala West, Mumbai",Mumbai,Chinese,200.0,50,3.6,63.0,26.0,1,30.0
2078,ID_5015,"Raja Bazar, Kolkata",Kolkata,"Healthy Food, Fast Food, Juices",150.0,50,3.0,4.0,1.0,3,30.0
2079,ID_8020,"Sandhurst Road, Mumbai CST Area",Mumbai,Fast Food,150.0,50,3.8,35.0,12.0,1,30.0
2080,ID_6018,"Dockyard Road, Mumbai CST Area",Mumbai,"North Indian, Chinese, South Indian",200.0,99,3.8,219.0,97.0,3,45.0
2081,ID_7462,"Yerawada, Pune, Maharashtra",Pune,"Desserts, Beverages",150.0,50,3.9,98.0,62.0,2,45.0
2082,ID_1302,"Yerawada, Pune, Maharashtra",Pune,"Cafe, Ice Cream",250.0,50,3.0,6.0,2.0,2,30.0
2083,ID_7683,Delhi University-GTB Nagar,Delhi,"Bakery, Desserts",150.0,50,4.0,173.0,104.0,2,45.0
2084,ID_4383,Delhi University-GTB Nagar,Delhi,Pizza,250.0,50,3.2,8.0,6.0,1,45.0
2085,ID_5880,"D-Block, Sector 63, Noida",Noida,"North Indian, Chinese, Rolls",200.0,50,3.6,50.0,20.0,3,30.0
2086,ID_4539,"Yerawada, Pune, Maharashtra",Pune,"Malaysian, Thai, Vietnamese, Japanese, Korean, Asian, Salad",750.0,99,4.5,4814.0,2224.0,7,65.0
2087,ID_1209,"MG Road, Pune",Pune,"Cafe, Beverages, Sandwich, Fast Food",250.0,50,3.4,47.0,24.0,4,30.0
2088,ID_7914,"Sector 1, Noida",Noida,Pizza,200.0,50,3.2,9.0,2.0,1,30.0
2089,ID_1467,"MG Road, Pune",Pune,"Cafe, Healthy Food, Desserts",200.0,50,3.9,509.0,296.0,3,45.0
2090,ID_4479,"Dockyard Road, Mumbai CST Area",Mumbai,"Bakery, Desserts",200.0,50,3.6,28.0,16.0,2,45.0
2091,ID_118,"FTI College, Law College Road, Pune",Pune,"Chinese, North Indian, South Indian",250.0,50,3.9,140.0,83.0,3,30.0
2092,ID_1492,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,Beverages,100.0,50,3.1,5.0,1.0,1,30.0
2093,ID_7463,"Delhi High Court, India Gate",Delhi,North Indian,300.0,50,3.4,94.0,32.0,1,45.0
2094,ID_2169,Majestic,Bangalore,"North Indian, Chinese",150.0,50,3.6,22.0,4.0,2,65.0
2095,ID_7827,"MG Road, Pune",Pune,"Chinese, Thai, Asian, Biryani, Italian, Cafe",500.0,50,4.2,200.0,123.0,6,30.0
2096,ID_7800,"Nathan Road, Mangaldas Road, Pune",Pune,"Fast Food, Burger, Beverages",250.0,50,3.9,242.0,108.0,3,65.0
2097,ID_6467,"Yerawada, Pune, Maharashtra",Pune,"Sandwich, Fast Food",100.0,50,4.1,479.0,235.0,2,30.0
2098,ID_7743,"Sandhurst Road, Mumbai CST Area",Mumbai,Ice Cream,100.0,50,4.0,84.0,40.0,1,30.0
2099,ID_2481,"Delhi Administration Flats, Timarpur",Delhi,"North Indian, Chinese, South Indian",200.0,99,3.6,63.0,26.0,3,45.0
2100,ID_7966,"Rmz Centennial, I Gate, Whitefield",Bangalore,"Street Food, Fast Food",100.0,50,3.6,63.0,26.0,2,30.0
2101,ID_7662,"FTI College, Law College Road, Pune",Pune,"North Indian, Chinese, Continental",600.0,50,3.9,152.0,78.0,3,30.0
2102,ID_7597,"Delhi Administration Flats, Timarpur",Delhi,"Burger, Pizza, Fast Food",200.0,50,3.5,126.0,22.0,3,30.0
2103,ID_1120,"Delhi Administration Flats, Timarpur",Delhi,Fast Food,150.0,50,3.4,15.0,8.0,1,30.0
2104,ID_6630,Mumbai Central,Mumbai,Beverages,200.0,50,3.7,40.0,15.0,1,45.0
2105,ID_8546,"Yerawada, Pune, Maharashtra",Pune,"Chinese, Continental, Seafood",400.0,50,3.9,755.0,444.0,3,30.0
2106,ID_5738,"Sector 1, Noida",Noida,"Pizza, Beverages",200.0,50,3.7,324.0,76.0,2,45.0
2107,ID_4482,"Tejas Nagar Colony, Wadala West, Mumbai",Mumbai,Fast Food,100.0,50,3.6,63.0,26.0,1,30.0
2108,ID_892,"Yerawada, Pune, Maharashtra",Pune,"Biryani, North Indian",100.0,50,3.6,63.0,26.0,2,30.0
2109,ID_3530,"Nathan Road, Mangaldas Road, Pune",Pune,"Desserts, Ice Cream",150.0,50,3.6,60.0,30.0,2,30.0
2110,ID_5494,"Sandhurst Road, Mumbai CST Area",Mumbai,North Indian,150.0,50,4.0,1975.0,1138.0,1,45.0
2111,ID_7668,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Fast Food, Beverages",200.0,50,3.4,19.0,12.0,2,30.0
2112,ID_2060,"Raja Bazar, Kolkata",Kolkata,"Rolls, North Indian, Biryani, Chinese",100.0,50,3.6,63.0,26.0,4,30.0
2113,ID_1535,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Chinese, Italian, North Indian",100.0,50,3.6,63.0,26.0,3,30.0
2114,ID_7143,Delhi University-GTB Nagar,Delhi,"Chinese, Fast Food",100.0,50,2.9,30.0,6.0,2,45.0
2115,ID_210,"Noorkhan Bazaar, Malakpet, Hyderabad",Hyderabad,"Mithai, Bakery, Fast Food",150.0,50,3.6,56.0,9.0,3,30.0
2116,ID_3568,"MG Road, Pune",Pune,"Bakery, Desserts",150.0,50,3.6,63.0,26.0,2,30.0
2117,ID_837,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,North Indian,200.0,50,2.8,4.0,26.0,1,30.0
2118,ID_6256,"Nathan Road, Mangaldas Road, Pune",Pune,Street Food,100.0,50,3.6,63.0,26.0,1,30.0
2119,ID_732,Delhi University-GTB Nagar,Delhi,"North Indian, Fast Food, Mithai",200.0,50,3.4,275.0,88.0,3,45.0
2120,ID_4817,"Rmz Centennial, I Gate, Whitefield",Bangalore,Chinese,100.0,50,3.6,48.0,32.0,1,30.0
2121,ID_8524,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,South Indian,100.0,50,3.6,63.0,26.0,1,30.0
2122,ID_7399,"D-Block, Sector 63, Noida",Noida,"North Indian, Bihari",200.0,50,3.4,51.0,24.0,2,30.0
2123,ID_5664,"Sandhurst Road, Mumbai CST Area",Mumbai,"Chinese, North Indian",150.0,50,3.9,255.0,47.0,2,45.0
2124,ID_6693,"Sector 1, Noida",Noida,Bakery,150.0,50,3.6,63.0,26.0,1,30.0
2125,ID_4842,"Delhi Administration Flats, Timarpur",Delhi,North Indian,300.0,50,4.3,636.0,159.0,1,45.0
2126,ID_2117,"Sector 14, Noida",Noida,"Pizza, Fast Food",150.0,50,3.3,11.0,2.0,2,30.0
2127,ID_1582,"Delhi High Court, India Gate",Delhi,"North Indian, Mughlai, Chinese, Burger, Fast Food, Momos",300.0,99,3.7,186.0,84.0,6,45.0
2128,ID_6205,"Delhi High Court, India Gate",Delhi,"Rolls, North Indian",150.0,50,3.5,48.0,25.0,2,30.0
2129,ID_2072,"D-Block, Sector 63, Noida",Noida,North Indian,150.0,50,3.4,53.0,40.0,1,30.0
2130,ID_4050,Delhi University-GTB Nagar,Delhi,"Street Food, Chinese, Momos, Burger, Sandwich, Lebanese",100.0,50,4.0,63.0,26.0,6,45.0
2131,ID_3006,Delhi University-GTB Nagar,Delhi,"North Indian, Chinese, Fast Food",350.0,50,3.8,441.0,207.0,3,30.0
2132,ID_764,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"Fast Food, Bakery",150.0,50,3.5,9.0,6.0,2,30.0
2133,ID_8380,"FTI College, Law College Road, Pune",Pune,"North Indian, Chinese",200.0,50,3.6,63.0,26.0,2,30.0
2134,ID_4792,Delhi University-GTB Nagar,Delhi,Mughlai,100.0,50,3.1,5.0,26.0,1,30.0
